20,08,2.5603221729397774,1226, 1226, 1226, 1226, 1226
20,08,2.5649555027484894,1237, 1237, 1237, 1237, 1237
20,08,2.5881105102598667,1234, 1234, 1234, 1234, 1234
20,08,2.6089372113347054,1242, 1242, 1242, 1242, 1242
20,08,2.6297755539417267,1238, 1238, 1238, 1238, 1238
20,08,2.6575522497296333,1246, 1246, 1246, 1246, 1246
20,08,2.6772264391183853,1238, 1238, 1238, 1238, 1238
20,08,2.6980647817254066,1236, 1236, 1236, 1236, 1236
20,08,2.7258414775133133,1225, 1225, 1225, 1225, 1225
20,08,2.7466798201203346,1232, 1232, 1232, 1232, 1232
20,08,2.7686706744134426,1287, 1287, 1287, 1287, 1287
20,08,2.7964473702013493,1240, 1240, 1240, 1240, 1240
20,08,2.816133201122284,1219, 1219, 1219, 1219, 1219
20,08,2.838124055415392,1243, 1243, 1243, 1243, 1243
20,08,2.864748239517212,1254, 1254, 1254, 1254, 1254
20,08,2.8855749405920506,1273, 1273, 1273, 1273, 1273
20,08,2.9075657948851585,1226, 1226, 1226, 1226, 1226
20,08,2.935342490673065,1238, 1238, 1238, 1238, 1238
20,08,2.9561808332800865,1236, 1236, 1236, 1236, 1236
20,08,2.977019175887108,1216, 1216, 1216, 1216, 1216
20,08,3.003643359988928,1280, 1280, 1280, 1280, 1280
20,08,3.025634214282036,1255, 1255, 1255, 1255, 1255
20,08,3.0464609153568745,1228, 1228, 1228, 1228, 1228
20,08,3.074249252676964,1224, 1224, 1224, 1224, 1224
20,08,3.0950759537518024,1232, 1232, 1232, 1232, 1232
20,08,3.114761784672737,1220, 1220, 1220, 1220, 1220
20,08,3.1436909921467304,1204, 1204, 1204, 1204, 1204
20,08,3.1645293347537518,1226, 1226, 1226, 1226, 1226
20,08,3.185367677360773,1255, 1255, 1255, 1255, 1255
20,08,3.2119802199304104,1218, 1218, 1218, 1218, 1218
20,08,3.2328185625374317,1216, 1216, 1216, 1216, 1216
20,08,3.253656905144453,1268, 1268, 1268, 1268, 1268
20,08,3.2825861126184464,1197, 1197, 1197, 1197, 1197
20,08,3.3034244552254677,1214, 1214, 1214, 1214, 1214
20,08,3.324262797832489,1249, 1249, 1249, 1249, 1249
20,08,3.3520394936203957,1200, 1200, 1200, 1200, 1200
20,08,3.372877836227417,1215, 1215, 1215, 1215, 1215
20,08,3.3937045373022556,1246, 1246, 1246, 1246, 1246
20,08,3.4214812330901623,1209, 1209, 1209, 1209, 1209
20,08,3.441167064011097,1202, 1202, 1202, 1202, 1202
20,08,3.4619937650859356,1245, 1245, 1245, 1245, 1245
20,08,3.489782102406025,1215, 1215, 1215, 1215, 1215
20,08,3.511772956699133,1214, 1214, 1214, 1214, 1214
20,08,3.5325996577739716,1243, 1243, 1243, 1243, 1243
20,08,3.5592238418757915,1208, 1208, 1208, 1208, 1208
20,08,3.5812146961688995,1207, 1207, 1207, 1207, 1207
20,08,3.600900527089834,1254, 1254, 1254, 1254, 1254
20,09,3.6298297345638275,1257, 1257, 1257, 1257, 1257
20,09,3.650668077170849,1201, 1201, 1201, 1201, 1201
20,09,3.67150641977787,1202, 1202, 1202, 1202, 1202
20,09,3.6981189623475075,1202, 1202, 1202, 1202, 1202
20,09,3.7201098166406155,1254, 1254, 1254, 1254, 1254
